"Hey Girl
이젠 너를 보여줘 내게
그만 너의 맘을
Won't you my girl
항상 망설이는 넌 정말 바보
정말 너는 바보 Oh 말해줘요
왜 넌 모르니
넌 날 모르니
널 원하는 내 맘
모두 다 가져가 줘
내게 거침없이 떨림 없이
Your love

Love 내게 와 넌 Like this
So love 기다린 너란 Girl
True love 다가와 넌 Like this
One love 넌 내게 넌 내게로

Love 내게 와 넌 Like this
So love 기다린 너란 Girl
True love 다가와 넌 Like this
One love 넌 내게 넌 내게로

Hey Girl
오늘따라 더 예뻐 보여
내 맘의 Key 주인
바로 넌 Girl
널 떠올리면 나는 너무 떨려
소중한 너 바로 나의 Baby Baby
왜 넌 모르니
넌 날 모르니
널 원하는 내 맘
모두 다 가져가 줘
딴 건 필요 없어 오직 원하는 건
Your love

Love 내게 와 넌 Like this
So love 기다린 너란 Girl
True love 다가와 넌 Like this
One love 넌 내게 넌 내게로

Love 내게 와 넌 Like this
So love 기다린 너란 Girl
True love 다가와 넌 Like this
One love 넌 내게 넌 내게로

I need you
You need me
우리는 결국 함께할 거야
망설이지 마 나만 따라와
이젠 Yeah

Love 내게 와 넌 Like this
So love 기다린 너란 Girl
True love 다가와 넌 Like this
One love 넌 내게 넌 내게로

Love 내게 와 넌 Like this
So love 기다린 너란 Girl
True love 다가와 넌 Like this
One love 넌 내게 넌 내게로

Love 내게 와 넌 Like this
So love 기다린 너란 Girl
True love 다가와 넌 Like this",댄스
"내 사람이 아닌가봐
우린 인연이 아닌가봐
이제 이별하자고
그만 헤어지자고 하면 난 어떡하니
날 모르는 사람처럼
모두 없었던 일인것처럼
다 잊어버리면 이제 난 어떡해
너만을 사랑했는데
넌 나쁜 여자야 넌 나쁜 여자야
남자의 가슴에 남자의 두 눈에
눈물나게 하는거니
넌 나쁜 여자야 넌 나쁜 여자야
널 사랑했는데 너 밖에 없는데
결국 나를 떠나가는 넌 나쁜 여자야

날 모르는 사람처럼
모두 없었던 일인것처럼
다 지워버리면 이제 난 어떡해
너만을 사랑했는데
넌 나쁜 여자야 넌 나쁜 여자야
남자의 가슴에 남자의 두 눈에
눈물나게 하는거니
넌 나쁜 여자야 넌 나쁜 여자야
널 사랑했는데 너 밖에 없는데
결국 나를 떠나가는
너 때문에 난 행복했었는데
너 때문에 난 사랑했었는데
너의 영원한 사랑은
오직 나 하나뿐이라고 믿었는데
넌 나쁜 여자야
난 나쁜 남자야 난 나쁜 남자야
너와의 기억을 우리의 사랑을
이젠 모두 지우려해
나만을 사랑한 그리운 사랑아
널 사랑했는데 너 밖에 없는데
이젠 나를 떠나가는
넌 나쁜 여자야
",발라드
"전화 한 번 못하니
벌써 날 잊어버렸니
아님 이제
내 번호 조차도 기억 못하니
잘 지내는지 밥은 챙겨먹는지
너 없이 울진 않을까
걱정도 안되니
끊는 전화가 오면
혹시나 니가 아닐까
하루종일 니 생각에
숨이 멎을것 같아
좋은걸봐도 맛있는걸 먹어도
눈물에 가리고 또 얹혀서
너만 더 생각나
사랑해 이렇게 나를 울려도
미안해 널 잊을수가 없어서
매일 숨을 쉴때마다
눈 감을때마다
니 기억과 함께 사는걸
어떡해 나 정말 너무 아픈데
너땜에 딴 사랑도 못하잖아
아무리 널 욕해봐도 미워해봐도
나에겐 그래도 사랑인걸
좋은 사람 생겼니
요즘도 많이 바쁘니
얼마전 니 생일엔
누구와 함께 보냈니
정말 못됐어 헤어지면 끝이니
사랑이 어떻게 어떻게 그럴수있니
사랑해 이렇게 나를 울려도
미안해 널 잊을수가 없어서
매일 숨을 쉴때마다
눈 감을때 마다
니 기억과 함께 사는걸
어떡해 나 정말 너무 아픈데
너 땜에 딴 사랑도 못하잖아
아무리 널 욕해봐도 미워해봐도
나에겐 그래도 사랑인걸
시간이 흐르면
괜찮아 질 줄 알았는데
시간이 흐르면
너 잊혀질 줄 알았는데
그런게 아니었어
맘이 너무 아파 나
힘든 시간이었어
널 보내고부터는
길을 걷다가도
자꾸만 니가 눈에 밟혀
무심코 누른 니 번호에
내 손 끝이 떨려
하루를 살아도 너와 함께 하고싶어
변하지 않는
이런 내 맘 전해주고 싶어
아직도 내 가슴엔
니가 뛰고 있다고
돌아와 도저히 난 안되겠어
너없인 아무것도 못하잖아
네 자리가 너무 커서
채울 수 없어서
내 눈물만 흘러 넘쳐나
죽어도 죽어도 난 널 못잊어
함께한 추억이 너를 붙잡아
조금 늦어도 괜찮아 돌아오면 돼
나에겐 그래도 사랑인걸
",발라드
"그립고 그립고 그립다

가슴이 찢어질 것 같아서
어깨도 못펴고 또 하루를 보냈어
눈물이 그냥 왈칵 쏟아질 것 같아서
미친 척 웃었어
그래 나는 바보야
너 한사람만 보는 바보
떠나는 널 잡지도 못해
그래놓고 잊지도 못해
널 사랑한다
널 사랑한다
나에겐 하나뿐인 사람이여
그립고 그립고 그립다
그립고 그립고 그립다

네 추억 세어보다 잠들어
혹시나 꿈에선 너를 볼 수 있을까
네 물건 하나도 난 버릴 수가 없잖아
다 너만 같아서
내 심장은 바보야
너 한사람만 사는 바보
죽을 것처럼 아파도 좋아
이러다가 죽어도 좋아
널 사랑한다
널 사랑한다
나에겐 하나뿐인 사람이여
그립고 그립고 그립다
그립고 그립고 그립다
날 다 줬으니까 나 후회는 없지만
더 해줄 수 없어 가슴 치고만 있잖아
널 사랑한다
널 사랑한다
더이상 니가 곁에 없다는게
아프고 아프고 아프다
아프고 아프고 아파도
그립고 그립고 그립다
",발라드
"GD
A yo choice drop it on me
yo 밤은 깊었는데 잠은 안오고
늘어난 두통과 싸우고
이리저리 뒤척이다 생각에 잠겨
또 펜을 붙잡고
빼곡히 써내려가는 가사
이 안엔 내 철학이 가득하다
뿌연 담배연기 꽉 찬 내 방
home sweet home 아늑하다
13살 나이에 와서
쉴틈없이 달려왔어
뭣 모르는 자신감
내겐 가장 큰 무기였어
오르막길이라면 내리막길도 있는 법
돌아가기엔 너무 늦어버렸어
I can't let go
Remember back in the day
빛나던 두 눈 난 절대 잊지못해
그 뜨거운 꿈을
don't forget back in the day
소년이여 네 멋진 목소리로
세상에 소리쳐 shine a light
난 g dragon 남들이 뭐라건
작다고 어리다고 난 g dragon
남들이 뭐라건
오 사람들은 말해 내가 부러워
가진게 너무 많아
연예인들은 다 편하게만 살아
딱 하루만 그 입장이 돼 봐라
보이는게 다가 아니란 걸 알아
시간이 흘러가면서
외로움만 커져갔어
뭣 모르는 의무감
내겐 가장 큰 부담였어
오르막길이라면 내리막길도 있는 법
도망치기엔 너무 늦어버렸어
I wanna go
Remember back in the day
빛나던 두 눈 난 절대 잊지 못해
그 뜨거운 꿈을
don't forget back in the day
소년이여 네 멋진 목소리로
세상에 소리쳐 shine a light
10년동안 수많은 물음들과
내가 흘린 수많은 땀방울들과
내가 참아온 차가운 눈물들
아아 아아 다시 시작해 보는거야
Remember back in the day
빛나던 두 눈 난 절대 잊지 못해
그 뜨거운 꿈을
Don't forget back in the day
소년이여 네 멋진 목소리로
세상에 소리쳐 shine a light
Remember back in the day
빛나던 두 눈 난 절대 잊지 못해
그 뜨거운 꿈을
don't forget back in the day
소년이여 네 멋진 목소리로
세상에 소리쳐 shine a light
come back to me now
come back to me now
십년이 지나도
come back to me now
come back to me now
지나간 세월아 내 청춘을
remember back in the day
it's time to shine
난 절대 잊지 못해
Thanks choice
don't forget back in the day
Dropped you by GD",댄스
"우리와 함께 하시겠습니까
아하하하하하
이 무더위에 지치고
힘든 마음들 정말 이 노래와
우리들의 이 화끈한
여러가지의 웃음으로
한번 시원하게
만들어 드리겠습니다
더우시죠 예 더우시죠 예
저희들 이 여러가지
하는거 보시면서
확 풀어보세요
Let's Dance just get down to it
Everybody put your back into it
Let's Dance
if you like to move it
Before the night is over
Let's Dance just get down to it
Everybody put your back into it
Let's Dance
if you like to move it
Before the night is over
나는 메메메 뚜기뚜기뚜기
메메메 뚜기춤을추지
고 재석 고 재석 고
고 재석 고 재석 고
기쁨을 주는 무한재석교
무한한 웃음 주려고
가끔 내 목이 쉬어도
가끔 내 허리가 울어도
또 명수형이 투정 부려도
가끔 형돈이가 안웃겨도
정중앙으로 계속 전진전진
홍철이 입처럼 고고고
난 멈추지않아 너를 위해서
오로지 한 길을 택했어
여러분의 기쁨을 위해서
Everybody 소리질러
Let's Dance just get down to it
Everybody put your back into it
Let's Dance
if you like to move it
Before the night is over
Let's Dance just get down to it
Everybody put your back into it
Let's Dance
if you like to move it
Before the night is over
이열치열 우리 열기에
더운 여름을 격파해
더운 여름을 재석과 Dance
뻣쳐 왼손 뻣쳐 왼손
뻣쳐 왼손바닥 오른 손바닥
열 손가락에 꽃을 펴라
더위를 밀어내 무한도전
더위를 밀어내 무한도전
Let's Dance just get down to it
Everybody put your back into it
Let's Dance
if you like to move it
Before the night is over
Let's Dance just get down to it
Everybody put your back into it
Let's Dance
if you like to move it
Before the night is over
Let's Dance just get down to it
Everybody put your back into it
Let's Dance
if you like to move it
Before the night is over
Let's Dance just get down to it
Everybody put your back into it
Let's Dance
if you like to move it
Before the night is over",댄스
"이젠 고백할래 baby
나만의 공주 you're my lady
내사랑 그대에게 주고싶은 맘
아이스크림 먹을까요
초콜렛이 더 좋을까요
그대 좋아하는건 다 주고싶어요
슬픈얼굴도 이제 환하게 웃게할께요
그대요 결혼 할까요 시작해 볼까요
그댈위한 나의 special life
우리 결혼해요 우리 사랑해요
우리 행복해요
사랑의 주문을 외워
사랑해 그댈 사랑해
이토록 벅찬기분
저 하늘을 날아올라
그대와 둘이서 훨훨
믿어 줄 수 있나요
사랑해요 사랑해요
그대는 나의 첫사랑
이태원 골목 기억하죠
설레임 가득한 첫키스
소심했던 행복했던 우리 이야기
지금 이순간 그대 예쁜 얼굴에
미소가 번져요
기도할께요 지켜줄께요
그댈위한 나의 special life
우리 결혼해요 우리 사랑해요
우리 행복해요 사랑의 주문을 외워
사랑해 그댈 사랑해
이토록 벅찬기분
저 하늘을 날아올라
그대와 둘이서 훨훨
믿어 줄 수 있나요
사랑해요 사랑해요
그대는 나의 첫사랑
나는 그댈 좋아해요 너무너무 좋아요
나도 그댈 좋아해요 너무너무 좋아요
사랑해
you are so beautiful
you are so wonderful
you are so joyful
사랑의 주문을 외워
사랑해 그댈 사랑해
이토록 벅찬기분
저 하늘을 날아올라
그대와 둘이서 훨훨
믿어 줄 수 있나요
사랑해요 사랑해요
그대는 나의 첫사랑
",발라드
"기다리다 지친다 U Know
기다리다가 지친다 음
U Know 넌 넌 내맘아니 우
기다리다가 또 지친다 음
너는 아직도 날 기억하니 oh Know
하루가 지나도
난 너를 못 잊어
한달이 지나도
난 너를 못 놔줘
아직도 널 원한
내 맘을 아니 oh Know
너를 기다리다 지쳐 미치고
또 하루하루 매일같이 일년이 같고
오 난 나 나 나
기다리다가 널 기다리다가 yeah
금방이라도 니가 다시 올 것만 같고
뒤돌아서면 다시 너를 볼 것만 같아
오 난 나 나 나 나
지쳐 미치고 난 지쳐 미치고 yeah
니가 올까 봐 또 참는다 oh yeah
너를 아직도 난 기다린다 oh yeah
한달이 지나도
난 너를 못 잊어
일년이 지나도
난 너를 못 놔줘
아직도 널 원한 내맘을 아니 oh Know
너를 기다리다 지쳐 미치고
또 하루하루 매일같이 일년이 같고
오 난 나 나 나
기다리다가 널 기다리다가 yeah
금방이라도 니가 다시 올것만 같고
뒤돌아서면 다시 너를 볼 것만 같아
오 난 나 나 나 나
지쳐 미치고 난 지쳐 미치고 yeah
왜 이렇게 난 자꾸 힘든데
머릿속이 복잡해 죽겠네
기다리고 기다리던 나인데
아직도 소식이 없는데
너 땜에 울던 내가 아닌데
나 땜에 떠날 니가 아닌데
어째서 이런 내가 힘든데
어떻게 지금 너무 힘든데
일년이라도 난 기다릴거야
십년이라도 난 기다릴거야
oh 난 난 난 난 난 난 난 난
기다리다가 난 지쳐도 좋아
너를 기다리다 지쳐 미치고
또 하루하루 매일같이 일년이 같고
오 난 나 나 나
기다리다가 널 기다리다가 yeah
금방이라도 니가 다시 올것만 같고
뒤돌아서면 다시 너를 볼것만 같아
오 난 나 나 나 나
지쳐 미치고 난 지쳐 미치고 yeah
",댄스
"Do it do it Chu-♡
It's true true true true it's You
Do it do it Chu-♡
Do it do it Chu-♡
It's true true true true it's You
Do it do it Chu-♡
알고 싶은 게 매일 너무나 넘쳐
아이쿠 아이 쿠 쿠 쿠 쿠
느껴봐야 할 것 또한 넘쳐
Yeah Baby Yeah Baby Yeah Baby
매일 수 백 번 상상하며
기다려 왔던 그에게 Do it Chu-♡
입맞추는 순간 잠에서 깬 그녀처럼 워
Do it do it Chu-♡
It's true true true true it's You
전혀 다른 시공에 눈을 뜬다 해도
Do it do it Chu-♡
It's true true true true it's You
난 이렇게 떨리는 가슴을 믿어
아직 모르는 세상을 내게 열어줘요 워
Do it do it Chu-♡
It's true true true true it's You
Do it do it Chu-♡
아직 몰라도 될 게 너무나 넘쳐
아이쿠 아이 쿠 쿠 쿠 쿠
감추려고 할 수록 호기심 넘쳐
Yeah Baby Yeah Baby Yeah Baby
파랑새가 사는 새장에서 꿈을 꾸어도
채울 수가 없어 날아 가겠어
입맞추는 순간 잠에서 깬 그녀처럼 워
Do it do it Chu-♡
It's true true true true it's You
전혀 다른 시공에 눈을 뜬다 해도
Do it do it Chu-♡
It's true true true true it's You
난 이렇게 떨리는 가슴을 믿어
아직 모르는 세상을 내게 열어줘요 워
Grow up Grow up Grow up
아직 모르는 세상을 내게 Amber
I got a little plan
so pick up the slack
You wastin' time with the CHITCHAT
You've been caught
so give it all you got
It's time to make it make it
take take take it
설레여 두근거리는 맘
왠지 마치 동화 멋진 예감
다다다가와 NOW Do it Chu-♡

매일 수 백 번 상상하며
기다려 왔던 세상에 Do it Chu-♡
입맞추는 순간 잠에서 깬 그녀처럼 워
Do it do it Chu-♡
It's true true true true it's You
전혀 다른 시공에 눈을 뜬다 해도
Do it do it Chu-♡
It's true true true true it's You
난 이렇게 떨리는 가슴을 믿어
아직 모르는 세상을 내게 열어줘요 워
Grow up Grow up Grow up Grow up
",댄스
가사,장르
"You don't know me
You don't know me
You don't know me
You don't know me
So shut off boy
So shut off boy
So shut off boy
So shut off shut  off
앞에선 한마디도 못하더니
뒤에선 내 얘길 안 좋게 해
참 어이가 없어
Hello hello hello
나 같은 여잔 처음
으로 으로 으로
본 것 같은데 왜 나를 판단하니
내가 혹시 두려운 거니
겉으론 Bad girl
속으론 Good girl
나를 잘 알지도 못하면서
내 겉모습만 보면서
한심한 여자로 보는
너의 시선이 난 너무나 웃겨
춤출 땐 Bad girl
사랑은 Good girl
춤추는 내 모습을 볼 때는
넋을 놓고 보고서는
끝나니 손가락질하는
그 위선이 난 너무나 웃겨
이런 옷 이런 머리 모양으로
이런 춤을 추는 여자는 뻔해
하 네가 더 뻔해
Hello hello hello
자신 없으면 저
뒤로 뒤로 뒤로
물러서면 되지 왜 자꾸 떠드니
네 속이 훤히 보이는 건 아니
겉으론 Bad girl
속으론 Good girl
나를 잘 알지도 못하면서
내 겉모습만 보면서
한심한 여자로 보는
너의 시선이 난 너무나 웃겨
춤출 땐 Bad girl
사랑은 Good girl
춤추는 내 모습을 볼 때는
넋을 놓고 보고서는
끝나니 손가락질하는
그 위선이 난 너무나 웃겨
날 감당 할 수 있는 남잘 찾아요
진짜 남자를 찾아요
말로만 남자다운 척할 남자 말고
날 불안해 하지 않을 남잔 없나요
자신감이 넘쳐서
내가 나일 수 있게
자유롭게 두고 멀리서 바라보는
겉으론 Bad girl
속으론 Good girl
나를 잘 알지도 못하면서
내 겉모습만 보면서
한심한 여자로 보는
너의 시선이 난 너무나 웃겨
춤출 땐 Bad girl
사랑은 Good girl
춤추는 내 모습을 볼 때는
넋을 놓고 보고서는
끝나니 손가락질하는
그 위선이 난 너무나 웃겨
You don't know me
You don't know me
You don't know me
You don't know me
So shut off boy
So shut off boy
So shut off boy
So shut off shut off



",댄스
